textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Cambodia,3,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Cambodia,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Cambodia,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Cambodia,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Cambodia,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Cambodia,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Cambodia,4,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Cambodia,12,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Cambodia,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Cameroon,4,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Cameroon,25,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Cameroon,4,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Cameroon,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Cameroon,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Cameroon,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Cameroon,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Cameroon,1,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Cameroon,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Cameroon,3,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Cameroon,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Central African Republic,17,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Central African Republic,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Central African Republic,8,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Central African Republic,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Central African Republic,14,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Central African Republic,13,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Central African Republic,16,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Central African Republic,5,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Central African Republic,11,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Central African Republic,13,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Central African Republic,9,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Chad,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Chad,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Chad,2,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Chad,4,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Chad,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Chad,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Chad,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Chad,1,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Chad,5,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Chad,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Chad,1,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",China,7,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",China,6,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",China,2,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",China,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",China,9,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",China,3,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",China,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",China,2,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",China,2,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",China,17,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",China,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Colombia,38,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Colombia,16,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Colombia,7,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Colombia,1,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Colombia,9,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Colombia,10,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Colombia,19,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Colombia,91,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Colombia,70,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Colombia,161,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Colombia,146,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Congo,31,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Congo,13,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Congo,13,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Congo,32,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Congo,108,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Congo,18,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Congo,23,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Congo,35,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Congo,23,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Congo,1,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Congo,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Costa Rica,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Costa Rica,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Costa Rica,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Costa Rica,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Costa Rica,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Costa Rica,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Costa Rica,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Costa Rica,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Costa Rica,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Costa Rica,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Costa Rica,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Cuba,82,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Cuba,23,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Cuba,26,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Cuba,16,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Cuba,17,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Cuba,15,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Cuba,8,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Cuba,4,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Cuba,14,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Cuba,49,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Cuba,10,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Dem. Rep. Congo,134,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Dem. Rep. Congo,152,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Dem. Rep. Congo,143,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Dem. Rep. Congo,129,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Dem. Rep. Congo,136,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Dem. Rep. Congo,316,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Dem. Rep. Congo,111,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Dem. Rep. Congo,257,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Dem. Rep. Congo,326,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Dem. Rep. Congo,330,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Dem. Rep. Congo,633,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Egypt,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Egypt,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Egypt,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Egypt,2,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Egypt,5,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Egypt,6,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Egypt,4,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Egypt,5,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Egypt,4,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Egypt,13,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Egypt,1,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Equatorial Guinea,17,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Equatorial Guinea,4,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Equatorial Guinea,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Equatorial Guinea,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Equatorial Guinea,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Equatorial Guinea,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Equatorial Guinea,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Equatorial Guinea,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Equatorial Guinea,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Equatorial Guinea,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Equatorial Guinea,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Eritrea,29,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Eritrea,23,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Eritrea,172,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Eritrea,44,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Eritrea,73,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Eritrea,99,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Eritrea,94,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Eritrea,116,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Eritrea,88,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Eritrea,82,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Eritrea,80,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Ethiopia,316,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Ethiopia,182,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Ethiopia,73,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Ethiopia,26,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Ethiopia,36,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Ethiopia,68,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Ethiopia,59,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Ethiopia,110,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Ethiopia,92,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Ethiopia,87,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Ethiopia,70,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Gabon,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Gabon,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Gabon,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Gabon,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Gabon,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Gabon,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Gabon,4,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Gabon,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Gabon,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Gabon,1,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Gabon,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Ghana,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Ghana,6,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Ghana,3,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Ghana,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Ghana,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Ghana,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Ghana,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Ghana,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Ghana,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Ghana,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Ghana,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Guatemala,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Guatemala,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Guatemala,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Guatemala,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Guatemala,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Guatemala,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Guatemala,5,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Guatemala,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Guatemala,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Guatemala,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Guatemala,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Guinea,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Guinea,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Guinea,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Guinea,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Guinea,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Guinea,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Guinea,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Guinea,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Guinea,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Guinea,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Guinea,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Guinea - Bissau,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Guinea - Bissau,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Guinea - Bissau,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Guinea - Bissau,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Guinea - Bissau,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Guinea - Bissau,4,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Guinea - Bissau,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Guinea - Bissau,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Guinea - Bissau,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Guinea - Bissau,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Guinea - Bissau,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Haiti,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Haiti,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Haiti,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Haiti,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Haiti,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Haiti,4,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Haiti,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Haiti,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Haiti,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Haiti,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Haiti,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Honduras,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Honduras,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Honduras,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Honduras,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Honduras,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Honduras,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Honduras,2,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Honduras,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Honduras,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Honduras,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Honduras,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",India,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",India,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",India,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",India,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",India,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",India,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",India,3,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",India,1,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",India,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",India,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",India,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Indonesia,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Indonesia,4,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Indonesia,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Indonesia,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Indonesia,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Indonesia,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Indonesia,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Indonesia,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Indonesia,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Indonesia,1,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Indonesia,3,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2005,"4,682",Iran,366,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2006,"7,130",Iran,"2,124","39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2007,"16,067",Iran,"3,129","47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2008,"22,759",Iran,"3,909","64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2009,"23,122",Iran,"3,570","79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2010,"19,329",Iran,"1,743","71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2011,"14,963",Iran,767,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2012,"15,774",Iran,485,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2013,"14,167",Iran,805,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2014,"15,336",Iran,"1,208","72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Christian,CY 2015,"13,092",Iran,"1,220","60,640"
