year,origin,dest_state,dest_city,arrivals
2015,Bhutan,Maryland,Dundalk,0
2005,Bhutan,Maryland,Hyattsville,0
2006,Bhutan,Maryland,Hyattsville,0
2007,Bhutan,Maryland,Hyattsville,0
2008,Bhutan,Maryland,Hyattsville,1
2009,Bhutan,Maryland,Hyattsville,0
2010,Bhutan,Maryland,Hyattsville,5
2011,Bhutan,Maryland,Hyattsville,0
2012,Bhutan,Maryland,Hyattsville,0
2013,Bhutan,Maryland,Hyattsville,0
2014,Bhutan,Maryland,Hyattsville,0
2015,Bhutan,Maryland,Hyattsville,0
2005,Bhutan,Maryland,Oxon Hill,0
2006,Bhutan,Maryland,Oxon Hill,0
2007,Bhutan,Maryland,Oxon Hill,0
2008,Bhutan,Maryland,Oxon Hill,4
2009,Bhutan,Maryland,Oxon Hill,2
2010,Bhutan,Maryland,Oxon Hill,0
2011,Bhutan,Maryland,Oxon Hill,0
2012,Bhutan,Maryland,Oxon Hill,0
2013,Bhutan,Maryland,Oxon Hill,0
2014,Bhutan,Maryland,Oxon Hill,0
2015,Bhutan,Maryland,Oxon Hill,0
2005,Bhutan,Maryland,Riverdale,0
2006,Bhutan,Maryland,Riverdale,0
2007,Bhutan,Maryland,Riverdale,0
2008,Bhutan,Maryland,Riverdale,0
2009,Bhutan,Maryland,Riverdale,18
2010,Bhutan,Maryland,Riverdale,67
2011,Bhutan,Maryland,Riverdale,89
2012,Bhutan,Maryland,Riverdale,88
2013,Bhutan,Maryland,Riverdale,30
2014,Bhutan,Maryland,Riverdale,0
2015,Bhutan,Maryland,Riverdale,12
2005,Bhutan,Maryland,Riverdale Park,0
2006,Bhutan,Maryland,Riverdale Park,0
2007,Bhutan,Maryland,Riverdale Park,0
2008,Bhutan,Maryland,Riverdale Park,0
2009,Bhutan,Maryland,Riverdale Park,0
2010,Bhutan,Maryland,Riverdale Park,0
2011,Bhutan,Maryland,Riverdale Park,0
2012,Bhutan,Maryland,Riverdale Park,0
2013,Bhutan,Maryland,Riverdale Park,4
2014,Bhutan,Maryland,Riverdale Park,7
2015,Bhutan,Maryland,Riverdale Park,0
2005,Bhutan,Maryland,Rockville,0
2006,Bhutan,Maryland,Rockville,0
2007,Bhutan,Maryland,Rockville,0
2008,Bhutan,Maryland,Rockville,0
2009,Bhutan,Maryland,Rockville,0
2010,Bhutan,Maryland,Rockville,0
2011,Bhutan,Maryland,Rockville,0
2012,Bhutan,Maryland,Rockville,0
2013,Bhutan,Maryland,Rockville,0
2014,Bhutan,Maryland,Rockville,3
2015,Bhutan,Maryland,Rockville,5
2005,Bhutan,Maryland,Silver Spring,0
2006,Bhutan,Maryland,Silver Spring,0
2007,Bhutan,Maryland,Silver Spring,0
2008,Bhutan,Maryland,Silver Spring,56
2009,Bhutan,Maryland,Silver Spring,36
2010,Bhutan,Maryland,Silver Spring,29
2011,Bhutan,Maryland,Silver Spring,19
2012,Bhutan,Maryland,Silver Spring,18
2013,Bhutan,Maryland,Silver Spring,6
2014,Bhutan,Maryland,Silver Spring,28
2015,Bhutan,Maryland,Silver Spring,5
2005,Bhutan,Maryland,Takoma Park,0
2006,Bhutan,Maryland,Takoma Park,0
2007,Bhutan,Maryland,Takoma Park,0
2008,Bhutan,Maryland,Takoma Park,0
2009,Bhutan,Maryland,Takoma Park,2
2010,Bhutan,Maryland,Takoma Park,0
2011,Bhutan,Maryland,Takoma Park,0
2012,Bhutan,Maryland,Takoma Park,0
2013,Bhutan,Maryland,Takoma Park,0
2014,Bhutan,Maryland,Takoma Park,0
2015,Bhutan,Maryland,Takoma Park,0
2005,Bhutan,Maryland,White Marsh,0
2006,Bhutan,Maryland,White Marsh,0
2007,Bhutan,Maryland,White Marsh,0
2008,Bhutan,Maryland,White Marsh,0
2009,Bhutan,Maryland,White Marsh,0
2010,Bhutan,Maryland,White Marsh,0
2011,Bhutan,Maryland,White Marsh,0
2012,Bhutan,Maryland,White Marsh,0
2013,Bhutan,Maryland,White Marsh,6
2014,Bhutan,Maryland,White Marsh,0
2015,Bhutan,Maryland,White Marsh,0
2005,Burma,Maryland,Arbutus,0
2006,Burma,Maryland,Arbutus,0
2007,Burma,Maryland,Arbutus,0
2008,Burma,Maryland,Arbutus,0
2009,Burma,Maryland,Arbutus,0
2010,Burma,Maryland,Arbutus,1
2011,Burma,Maryland,Arbutus,8
2012,Burma,Maryland,Arbutus,18
2013,Burma,Maryland,Arbutus,7
2014,Burma,Maryland,Arbutus,10
2015,Burma,Maryland,Arbutus,24
2005,Burma,Maryland,Arnold,0
2006,Burma,Maryland,Arnold,0
2007,Burma,Maryland,Arnold,0
2008,Burma,Maryland,Arnold,0
2009,Burma,Maryland,Arnold,0
2010,Burma,Maryland,Arnold,0
2011,Burma,Maryland,Arnold,0
2012,Burma,Maryland,Arnold,0
2013,Burma,Maryland,Arnold,0
2014,Burma,Maryland,Arnold,0
2015,Burma,Maryland,Arnold,1
2005,Burma,Maryland,Baltimore,3
2006,Burma,Maryland,Baltimore,4
2007,Burma,Maryland,Baltimore,87
2008,Burma,Maryland,Baltimore,96
2009,Burma,Maryland,Baltimore,70
2010,Burma,Maryland,Baltimore,90
2011,Burma,Maryland,Baltimore,115
2012,Burma,Maryland,Baltimore,77
2013,Burma,Maryland,Baltimore,162
2014,Burma,Maryland,Baltimore,285
2015,Burma,Maryland,Baltimore,343
2005,Burma,Maryland,Beltsville,0
2006,Burma,Maryland,Beltsville,0
2007,Burma,Maryland,Beltsville,0
2008,Burma,Maryland,Beltsville,0
2009,Burma,Maryland,Beltsville,0
2010,Burma,Maryland,Beltsville,0
2011,Burma,Maryland,Beltsville,0
2012,Burma,Maryland,Beltsville,3
2013,Burma,Maryland,Beltsville,12
2014,Burma,Maryland,Beltsville,5
2015,Burma,Maryland,Beltsville,3
2005,Burma,Maryland,Catonsville,9
2006,Burma,Maryland,Catonsville,1
2007,Burma,Maryland,Catonsville,29
2008,Burma,Maryland,Catonsville,1
2009,Burma,Maryland,Catonsville,6
2010,Burma,Maryland,Catonsville,0
2011,Burma,Maryland,Catonsville,1
2012,Burma,Maryland,Catonsville,13
2013,Burma,Maryland,Catonsville,1
2014,Burma,Maryland,Catonsville,2
2015,Burma,Maryland,Catonsville,9
2005,Burma,Maryland,College Park,0
2006,Burma,Maryland,College Park,0
2007,Burma,Maryland,College Park,1
2008,Burma,Maryland,College Park,4
2009,Burma,Maryland,College Park,3
2010,Burma,Maryland,College Park,0
2011,Burma,Maryland,College Park,12
2012,Burma,Maryland,College Park,5
2013,Burma,Maryland,College Park,3
2014,Burma,Maryland,College Park,0
2015,Burma,Maryland,College Park,5
2005,Burma,Maryland,Columbia,0
2006,Burma,Maryland,Columbia,0
2007,Burma,Maryland,Columbia,5
2008,Burma,Maryland,Columbia,8
2009,Burma,Maryland,Columbia,6
2010,Burma,Maryland,Columbia,0
2011,Burma,Maryland,Columbia,3
2012,Burma,Maryland,Columbia,1
2013,Burma,Maryland,Columbia,0
2014,Burma,Maryland,Columbia,0
2015,Burma,Maryland,Columbia,0
2005,Burma,Maryland,Damascus,0
2006,Burma,Maryland,Damascus,0
2007,Burma,Maryland,Damascus,0
2008,Burma,Maryland,Damascus,0
2009,Burma,Maryland,Damascus,0
2010,Burma,Maryland,Damascus,0
2011,Burma,Maryland,Damascus,1
2012,Burma,Maryland,Damascus,0
2013,Burma,Maryland,Damascus,0
2014,Burma,Maryland,Damascus,0
2015,Burma,Maryland,Damascus,0
2005,Burma,Maryland,Derwood,0
2006,Burma,Maryland,Derwood,0
2007,Burma,Maryland,Derwood,0
2008,Burma,Maryland,Derwood,1
2009,Burma,Maryland,Derwood,5
2010,Burma,Maryland,Derwood,0
2011,Burma,Maryland,Derwood,0
2012,Burma,Maryland,Derwood,0
2013,Burma,Maryland,Derwood,1
2014,Burma,Maryland,Derwood,0
2015,Burma,Maryland,Derwood,0
2005,Burma,Maryland,Dundalk,0
2006,Burma,Maryland,Dundalk,0
2007,Burma,Maryland,Dundalk,0
2008,Burma,Maryland,Dundalk,0
2009,Burma,Maryland,Dundalk,0
2010,Burma,Maryland,Dundalk,0
2011,Burma,Maryland,Dundalk,1
2012,Burma,Maryland,Dundalk,0
2013,Burma,Maryland,Dundalk,1
2014,Burma,Maryland,Dundalk,0
2015,Burma,Maryland,Dundalk,0
2005,Burma,Maryland,Elkridge,0
2006,Burma,Maryland,Elkridge,0
2007,Burma,Maryland,Elkridge,26
2008,Burma,Maryland,Elkridge,18
2009,Burma,Maryland,Elkridge,4
2010,Burma,Maryland,Elkridge,12
2011,Burma,Maryland,Elkridge,11
2012,Burma,Maryland,Elkridge,11
2013,Burma,Maryland,Elkridge,16
2014,Burma,Maryland,Elkridge,24
2015,Burma,Maryland,Elkridge,16
2005,Burma,Maryland,Ellicott City,0
2006,Burma,Maryland,Ellicott City,0
2007,Burma,Maryland,Ellicott City,6
2008,Burma,Maryland,Ellicott City,4
2009,Burma,Maryland,Ellicott City,0
2010,Burma,Maryland,Ellicott City,9
2011,Burma,Maryland,Ellicott City,2
2012,Burma,Maryland,Ellicott City,0
2013,Burma,Maryland,Ellicott City,0
2014,Burma,Maryland,Ellicott City,0
2015,Burma,Maryland,Ellicott City,0
2005,Burma,Maryland,Frederick,5
2006,Burma,Maryland,Frederick,3
2007,Burma,Maryland,Frederick,60
2008,Burma,Maryland,Frederick,103
2009,Burma,Maryland,Frederick,38
2010,Burma,Maryland,Frederick,35
2011,Burma,Maryland,Frederick,43
2012,Burma,Maryland,Frederick,63
2013,Burma,Maryland,Frederick,28
2014,Burma,Maryland,Frederick,0
2015,Burma,Maryland,Frederick,0
2005,Burma,Maryland,Gaithersburg,0
2006,Burma,Maryland,Gaithersburg,0
2007,Burma,Maryland,Gaithersburg,13
2008,Burma,Maryland,Gaithersburg,9
2009,Burma,Maryland,Gaithersburg,2
2010,Burma,Maryland,Gaithersburg,3
2011,Burma,Maryland,Gaithersburg,0
2012,Burma,Maryland,Gaithersburg,5
2013,Burma,Maryland,Gaithersburg,11
2014,Burma,Maryland,Gaithersburg,4
2015,Burma,Maryland,Gaithersburg,2
2005,Burma,Maryland,Germantown,0
2006,Burma,Maryland,Germantown,0
2007,Burma,Maryland,Germantown,0
2008,Burma,Maryland,Germantown,0
2009,Burma,Maryland,Germantown,0
2010,Burma,Maryland,Germantown,0
2011,Burma,Maryland,Germantown,0
2012,Burma,Maryland,Germantown,1
2013,Burma,Maryland,Germantown,0
2014,Burma,Maryland,Germantown,0
2015,Burma,Maryland,Germantown,0
2005,Burma,Maryland,Glen Burnie,0
2006,Burma,Maryland,Glen Burnie,0
2007,Burma,Maryland,Glen Burnie,0
2008,Burma,Maryland,Glen Burnie,1
2009,Burma,Maryland,Glen Burnie,0
2010,Burma,Maryland,Glen Burnie,0
2011,Burma,Maryland,Glen Burnie,0
2012,Burma,Maryland,Glen Burnie,0
2013,Burma,Maryland,Glen Burnie,0
2014,Burma,Maryland,Glen Burnie,6
2015,Burma,Maryland,Glen Burnie,2
2005,Burma,Maryland,Greenbelt,0
2006,Burma,Maryland,Greenbelt,0
2007,Burma,Maryland,Greenbelt,6
2008,Burma,Maryland,Greenbelt,2
2009,Burma,Maryland,Greenbelt,4
2010,Burma,Maryland,Greenbelt,7
2011,Burma,Maryland,Greenbelt,3
2012,Burma,Maryland,Greenbelt,4
2013,Burma,Maryland,Greenbelt,4
2014,Burma,Maryland,Greenbelt,6
2015,Burma,Maryland,Greenbelt,3
2005,Burma,Maryland,Gwynn Oak,0
2006,Burma,Maryland,Gwynn Oak,0
2007,Burma,Maryland,Gwynn Oak,6
2008,Burma,Maryland,Gwynn Oak,0
2009,Burma,Maryland,Gwynn Oak,0
2010,Burma,Maryland,Gwynn Oak,0
2011,Burma,Maryland,Gwynn Oak,0
2012,Burma,Maryland,Gwynn Oak,0
2013,Burma,Maryland,Gwynn Oak,0
2014,Burma,Maryland,Gwynn Oak,0
2015,Burma,Maryland,Gwynn Oak,0
2005,Burma,Maryland,Hagerstown,0
2006,Burma,Maryland,Hagerstown,0
2007,Burma,Maryland,Hagerstown,4
2008,Burma,Maryland,Hagerstown,0
2009,Burma,Maryland,Hagerstown,0
2010,Burma,Maryland,Hagerstown,0
2011,Burma,Maryland,Hagerstown,0
2012,Burma,Maryland,Hagerstown,0
2013,Burma,Maryland,Hagerstown,0
2014,Burma,Maryland,Hagerstown,0
2015,Burma,Maryland,Hagerstown,0
2005,Burma,Maryland,Halethorpe,0
2006,Burma,Maryland,Halethorpe,0
2007,Burma,Maryland,Halethorpe,1
2008,Burma,Maryland,Halethorpe,8
2009,Burma,Maryland,Halethorpe,0
2010,Burma,Maryland,Halethorpe,0
2011,Burma,Maryland,Halethorpe,1
2012,Burma,Maryland,Halethorpe,14
2013,Burma,Maryland,Halethorpe,19
2014,Burma,Maryland,Halethorpe,5
2015,Burma,Maryland,Halethorpe,21
2005,Burma,Maryland,Hanover,0
2006,Burma,Maryland,Hanover,0
2007,Burma,Maryland,Hanover,0
2008,Burma,Maryland,Hanover,0
2009,Burma,Maryland,Hanover,0
2010,Burma,Maryland,Hanover,0
2011,Burma,Maryland,Hanover,0
2012,Burma,Maryland,Hanover,0
2013,Burma,Maryland,Hanover,1
2014,Burma,Maryland,Hanover,0
2015,Burma,Maryland,Hanover,0
2005,Burma,Maryland,Helethorpe,0
2006,Burma,Maryland,Helethorpe,0
2007,Burma,Maryland,Helethorpe,0
2008,Burma,Maryland,Helethorpe,0
2009,Burma,Maryland,Helethorpe,0
2010,Burma,Maryland,Helethorpe,0
2011,Burma,Maryland,Helethorpe,0
2012,Burma,Maryland,Helethorpe,0
2013,Burma,Maryland,Helethorpe,0
2014,Burma,Maryland,Helethorpe,0
2015,Burma,Maryland,Helethorpe,4
2005,Burma,Maryland,Hyattsville,0
2006,Burma,Maryland,Hyattsville,0
2007,Burma,Maryland,Hyattsville,2
2008,Burma,Maryland,Hyattsville,0
2009,Burma,Maryland,Hyattsville,0
2010,Burma,Maryland,Hyattsville,2
2011,Burma,Maryland,Hyattsville,3
2012,Burma,Maryland,Hyattsville,2
2013,Burma,Maryland,Hyattsville,2
2014,Burma,Maryland,Hyattsville,0
2015,Burma,Maryland,Hyattsville,0
2005,Burma,Maryland,Jessup,0
2006,Burma,Maryland,Jessup,0
2007,Burma,Maryland,Jessup,0
2008,Burma,Maryland,Jessup,0
2009,Burma,Maryland,Jessup,0
2010,Burma,Maryland,Jessup,3
2011,Burma,Maryland,Jessup,13
2012,Burma,Maryland,Jessup,12
2013,Burma,Maryland,Jessup,5
2014,Burma,Maryland,Jessup,0
2015,Burma,Maryland,Jessup,1
2005,Burma,Maryland,Knoxville,0
2006,Burma,Maryland,Knoxville,0
2007,Burma,Maryland,Knoxville,0
2008,Burma,Maryland,Knoxville,0
2009,Burma,Maryland,Knoxville,0
2010,Burma,Maryland,Knoxville,0
2011,Burma,Maryland,Knoxville,0
2012,Burma,Maryland,Knoxville,1
2013,Burma,Maryland,Knoxville,8
2014,Burma,Maryland,Knoxville,0
2015,Burma,Maryland,Knoxville,0
2005,Burma,Maryland,Laurel,0
2006,Burma,Maryland,Laurel,1
2007,Burma,Maryland,Laurel,45
2008,Burma,Maryland,Laurel,22
2009,Burma,Maryland,Laurel,20
2010,Burma,Maryland,Laurel,5
2011,Burma,Maryland,Laurel,12
2012,Burma,Maryland,Laurel,7
2013,Burma,Maryland,Laurel,10
2014,Burma,Maryland,Laurel,6
2015,Burma,Maryland,Laurel,5
2005,Burma,Maryland,Lutherville,0
2006,Burma,Maryland,Lutherville,0
2007,Burma,Maryland,Lutherville,1
2008,Burma,Maryland,Lutherville,1
2009,Burma,Maryland,Lutherville,4
2010,Burma,Maryland,Lutherville,4
2011,Burma,Maryland,Lutherville,0
2012,Burma,Maryland,Lutherville,0
2013,Burma,Maryland,Lutherville,0
2014,Burma,Maryland,Lutherville,0
2015,Burma,Maryland,Lutherville,0
2005,Burma,Maryland,Lutherville-Timonium,0
2006,Burma,Maryland,Lutherville-Timonium,0
2007,Burma,Maryland,Lutherville-Timonium,1
2008,Burma,Maryland,Lutherville-Timonium,1
2009,Burma,Maryland,Lutherville-Timonium,2
2010,Burma,Maryland,Lutherville-Timonium,0
2011,Burma,Maryland,Lutherville-Timonium,1
2012,Burma,Maryland,Lutherville-Timonium,1
2013,Burma,Maryland,Lutherville-Timonium,1
2014,Burma,Maryland,Lutherville-Timonium,0
2015,Burma,Maryland,Lutherville-Timonium,0
2005,Burma,Maryland,Monrovia,0
2006,Burma,Maryland,Monrovia,0
2007,Burma,Maryland,Monrovia,0
2008,Burma,Maryland,Monrovia,1
2009,Burma,Maryland,Monrovia,0
2010,Burma,Maryland,Monrovia,0
2011,Burma,Maryland,Monrovia,0
2012,Burma,Maryland,Monrovia,0
2013,Burma,Maryland,Monrovia,0
2014,Burma,Maryland,Monrovia,0
2015,Burma,Maryland,Monrovia,0
2005,Burma,Maryland,Montgomery Village,0
2006,Burma,Maryland,Montgomery Village,0
2007,Burma,Maryland,Montgomery Village,3
2008,Burma,Maryland,Montgomery Village,0
2009,Burma,Maryland,Montgomery Village,10
2010,Burma,Maryland,Montgomery Village,0
2011,Burma,Maryland,Montgomery Village,0
2012,Burma,Maryland,Montgomery Village,5
2013,Burma,Maryland,Montgomery Village,0
2014,Burma,Maryland,Montgomery Village,0
2015,Burma,Maryland,Montgomery Village,0
2005,Burma,Maryland,Owings Mills,0
2006,Burma,Maryland,Owings Mills,0
2007,Burma,Maryland,Owings Mills,3
2008,Burma,Maryland,Owings Mills,4
2009,Burma,Maryland,Owings Mills,0
2010,Burma,Maryland,Owings Mills,0
2011,Burma,Maryland,Owings Mills,0
2012,Burma,Maryland,Owings Mills,0
2013,Burma,Maryland,Owings Mills,0
2014,Burma,Maryland,Owings Mills,0
2015,Burma,Maryland,Owings Mills,0
2005,Burma,Maryland,Parkville,0
2006,Burma,Maryland,Parkville,0
2007,Burma,Maryland,Parkville,1
2008,Burma,Maryland,Parkville,0
2009,Burma,Maryland,Parkville,0
2010,Burma,Maryland,Parkville,0
2011,Burma,Maryland,Parkville,0
2012,Burma,Maryland,Parkville,0
2013,Burma,Maryland,Parkville,0
2014,Burma,Maryland,Parkville,0
2015,Burma,Maryland,Parkville,0
2005,Burma,Maryland,Pikesville,0
2006,Burma,Maryland,Pikesville,0
2007,Burma,Maryland,Pikesville,0
2008,Burma,Maryland,Pikesville,0
2009,Burma,Maryland,Pikesville,0
2010,Burma,Maryland,Pikesville,0
2011,Burma,Maryland,Pikesville,0
2012,Burma,Maryland,Pikesville,0
2013,Burma,Maryland,Pikesville,0
2014,Burma,Maryland,Pikesville,2
2015,Burma,Maryland,Pikesville,0
2005,Burma,Maryland,Riverdale,2
2006,Burma,Maryland,Riverdale,0
2007,Burma,Maryland,Riverdale,4
2008,Burma,Maryland,Riverdale,0
2009,Burma,Maryland,Riverdale,3
2010,Burma,Maryland,Riverdale,0
2011,Burma,Maryland,Riverdale,2
2012,Burma,Maryland,Riverdale,6
2013,Burma,Maryland,Riverdale,0
2014,Burma,Maryland,Riverdale,0
2015,Burma,Maryland,Riverdale,11
2005,Burma,Maryland,Riverdale Park,0
2006,Burma,Maryland,Riverdale Park,0
2007,Burma,Maryland,Riverdale Park,0
2008,Burma,Maryland,Riverdale Park,0
2009,Burma,Maryland,Riverdale Park,0
2010,Burma,Maryland,Riverdale Park,0
2011,Burma,Maryland,Riverdale Park,0
2012,Burma,Maryland,Riverdale Park,0
2013,Burma,Maryland,Riverdale Park,1
2014,Burma,Maryland,Riverdale Park,5
2015,Burma,Maryland,Riverdale Park,0
2005,Burma,Maryland,Rockville,3
2006,Burma,Maryland,Rockville,3
2007,Burma,Maryland,Rockville,11
2008,Burma,Maryland,Rockville,9
2009,Burma,Maryland,Rockville,8
2010,Burma,Maryland,Rockville,1
2011,Burma,Maryland,Rockville,7
2012,Burma,Maryland,Rockville,5
2013,Burma,Maryland,Rockville,6
2014,Burma,Maryland,Rockville,11
2015,Burma,Maryland,Rockville,1
2005,Burma,Maryland,Savage,0
2006,Burma,Maryland,Savage,3
2007,Burma,Maryland,Savage,9
2008,Burma,Maryland,Savage,12
2009,Burma,Maryland,Savage,16
2010,Burma,Maryland,Savage,33
2011,Burma,Maryland,Savage,32
2012,Burma,Maryland,Savage,31
2013,Burma,Maryland,Savage,18
2014,Burma,Maryland,Savage,17
2015,Burma,Maryland,Savage,0
2005,Burma,Maryland,Severn,0
2006,Burma,Maryland,Severn,0
2007,Burma,Maryland,Severn,7
2008,Burma,Maryland,Severn,2
2009,Burma,Maryland,Severn,2
2010,Burma,Maryland,Severn,6
2011,Burma,Maryland,Severn,1
2012,Burma,Maryland,Severn,0
2013,Burma,Maryland,Severn,1
2014,Burma,Maryland,Severn,0
2015,Burma,Maryland,Severn,0
2005,Burma,Maryland,Silver Spring,0
2006,Burma,Maryland,Silver Spring,0
2007,Burma,Maryland,Silver Spring,37
2008,Burma,Maryland,Silver Spring,25
2009,Burma,Maryland,Silver Spring,5
2010,Burma,Maryland,Silver Spring,67
2011,Burma,Maryland,Silver Spring,50
2012,Burma,Maryland,Silver Spring,71
2013,Burma,Maryland,Silver Spring,42
2014,Burma,Maryland,Silver Spring,39
2015,Burma,Maryland,Silver Spring,42
2005,Burma,Maryland,Takoma Park,0
2006,Burma,Maryland,Takoma Park,4
2007,Burma,Maryland,Takoma Park,0
2008,Burma,Maryland,Takoma Park,0
2009,Burma,Maryland,Takoma Park,0
2010,Burma,Maryland,Takoma Park,0
2011,Burma,Maryland,Takoma Park,2
2012,Burma,Maryland,Takoma Park,0
2013,Burma,Maryland,Takoma Park,5
2014,Burma,Maryland,Takoma Park,0
2015,Burma,Maryland,Takoma Park,0
2005,Burma,Maryland,Walkersville,0
2006,Burma,Maryland,Walkersville,0
2007,Burma,Maryland,Walkersville,0
2008,Burma,Maryland,Walkersville,1
2009,Burma,Maryland,Walkersville,0
2010,Burma,Maryland,Walkersville,0
2011,Burma,Maryland,Walkersville,1
2012,Burma,Maryland,Walkersville,0
2013,Burma,Maryland,Walkersville,0
2014,Burma,Maryland,Walkersville,0
2015,Burma,Maryland,Walkersville,0
2005,Burma,Maryland,Williamsport,0
2006,Burma,Maryland,Williamsport,0
2007,Burma,Maryland,Williamsport,0
2008,Burma,Maryland,Williamsport,0
2009,Burma,Maryland,Williamsport,0
2010,Burma,Maryland,Williamsport,1
2011,Burma,Maryland,Williamsport,0
2012,Burma,Maryland,Williamsport,0
2013,Burma,Maryland,Williamsport,0
2014,Burma,Maryland,Williamsport,0
2015,Burma,Maryland,Williamsport,0
2005,Burma,Maryland,Windsor Mill,0
2006,Burma,Maryland,Windsor Mill,0
2007,Burma,Maryland,Windsor Mill,0
2008,Burma,Maryland,Windsor Mill,0
2009,Burma,Maryland,Windsor Mill,0
2010,Burma,Maryland,Windsor Mill,0
2011,Burma,Maryland,Windsor Mill,0
2012,Burma,Maryland,Windsor Mill,5
2013,Burma,Maryland,Windsor Mill,1
2014,Burma,Maryland,Windsor Mill,0
2015,Burma,Maryland,Windsor Mill,0
2005,Burma,Maryland,Woodbine,0
2006,Burma,Maryland,Woodbine,0
2007,Burma,Maryland,Woodbine,0
2008,Burma,Maryland,Woodbine,0
2009,Burma,Maryland,Woodbine,1
2010,Burma,Maryland,Woodbine,0
2011,Burma,Maryland,Woodbine,0
2012,Burma,Maryland,Woodbine,0
2013,Burma,Maryland,Woodbine,0
2014,Burma,Maryland,Woodbine,0
2015,Burma,Maryland,Woodbine,0
2005,Burundi,Maryland,Baltimore,1
2006,Burundi,Maryland,Baltimore,1
2007,Burundi,Maryland,Baltimore,0
2008,Burundi,Maryland,Baltimore,0
2009,Burundi,Maryland,Baltimore,2
2010,Burundi,Maryland,Baltimore,2
2011,Burundi,Maryland,Baltimore,0
2012,Burundi,Maryland,Baltimore,1
2013,Burundi,Maryland,Baltimore,4
2014,Burundi,Maryland,Baltimore,0
2015,Burundi,Maryland,Baltimore,4
2005,Burundi,Maryland,Hagerstown,0
2006,Burundi,Maryland,Hagerstown,4
2007,Burundi,Maryland,Hagerstown,0
2008,Burundi,Maryland,Hagerstown,0
2009,Burundi,Maryland,Hagerstown,0
2010,Burundi,Maryland,Hagerstown,0
2011,Burundi,Maryland,Hagerstown,0
2012,Burundi,Maryland,Hagerstown,0
2013,Burundi,Maryland,Hagerstown,0
2014,Burundi,Maryland,Hagerstown,0
2015,Burundi,Maryland,Hagerstown,0
2005,Burundi,Maryland,Riverdale,0
2006,Burundi,Maryland,Riverdale,0
2007,Burundi,Maryland,Riverdale,0
2008,Burundi,Maryland,Riverdale,0
2009,Burundi,Maryland,Riverdale,0
2010,Burundi,Maryland,Riverdale,0
2011,Burundi,Maryland,Riverdale,0
2012,Burundi,Maryland,Riverdale,0
2013,Burundi,Maryland,Riverdale,0
2014,Burundi,Maryland,Riverdale,0
2015,Burundi,Maryland,Riverdale,18
2005,Burundi,Maryland,Silver Spring,0
2006,Burundi,Maryland,Silver Spring,8
2007,Burundi,Maryland,Silver Spring,10
2008,Burundi,Maryland,Silver Spring,0
2009,Burundi,Maryland,Silver Spring,0
2010,Burundi,Maryland,Silver Spring,5
2011,Burundi,Maryland,Silver Spring,0
2012,Burundi,Maryland,Silver Spring,0
2013,Burundi,Maryland,Silver Spring,0
2014,Burundi,Maryland,Silver Spring,0
2015,Burundi,Maryland,Silver Spring,22
2005,Cambodia,Maryland,Baltimore,0
2006,Cambodia,Maryland,Baltimore,0
2007,Cambodia,Maryland,Baltimore,0
2008,Cambodia,Maryland,Baltimore,0
2009,Cambodia,Maryland,Baltimore,0
2010,Cambodia,Maryland,Baltimore,0
2011,Cambodia,Maryland,Baltimore,0
2012,Cambodia,Maryland,Baltimore,0
2013,Cambodia,Maryland,Baltimore,0
2014,Cambodia,Maryland,Baltimore,3
2015,Cambodia,Maryland,Baltimore,0
2005,Cambodia,Maryland,Severn,0
2006,Cambodia,Maryland,Severn,0
2007,Cambodia,Maryland,Severn,0
2008,Cambodia,Maryland,Severn,0
2009,Cambodia,Maryland,Severn,0
2010,Cambodia,Maryland,Severn,0
2011,Cambodia,Maryland,Severn,0
2012,Cambodia,Maryland,Severn,0
2013,Cambodia,Maryland,Severn,4
2014,Cambodia,Maryland,Severn,0
2015,Cambodia,Maryland,Severn,0
2005,Cameroon,Maryland,Baltimore,1
2006,Cameroon,Maryland,Baltimore,1
2007,Cameroon,Maryland,Baltimore,0
2008,Cameroon,Maryland,Baltimore,0
2009,Cameroon,Maryland,Baltimore,0
2010,Cameroon,Maryland,Baltimore,0
2011,Cameroon,Maryland,Baltimore,0
2012,Cameroon,Maryland,Baltimore,0
2013,Cameroon,Maryland,Baltimore,0
2014,Cameroon,Maryland,Baltimore,0
2015,Cameroon,Maryland,Baltimore,0
2005,Cameroon,Maryland,Riverdale,0
2006,Cameroon,Maryland,Riverdale,3
2007,Cameroon,Maryland,Riverdale,0
2008,Cameroon,Maryland,Riverdale,0
2009,Cameroon,Maryland,Riverdale,0
2010,Cameroon,Maryland,Riverdale,0
2011,Cameroon,Maryland,Riverdale,0
2012,Cameroon,Maryland,Riverdale,0
2013,Cameroon,Maryland,Riverdale,0
2014,Cameroon,Maryland,Riverdale,0
2015,Cameroon,Maryland,Riverdale,0
2005,Central African Republic,Maryland,Baltimore,0
2006,Central African Republic,Maryland,Baltimore,0
2007,Central African Republic,Maryland,Baltimore,0
2008,Central African Republic,Maryland,Baltimore,0
2009,Central African Republic,Maryland,Baltimore,0
2010,Central African Republic,Maryland,Baltimore,5
2011,Central African Republic,Maryland,Baltimore,0
2012,Central African Republic,Maryland,Baltimore,0
2013,Central African Republic,Maryland,Baltimore,0
2014,Central African Republic,Maryland,Baltimore,11
2015,Central African Republic,Maryland,Baltimore,1
